video,frame,x_min,y_min,x_max,y_max
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,74,1757,621,1889,676
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,75,836,249,912,295
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,75,1457,522,1566,582
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,75,1716,613,1848,663
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,76,790,262,865,312
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,76,1427,499,1528,567
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,76,1677,603,1804,657
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,77,742,280,817,331
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,77,1397,471,1492,547
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,77,1638,589,1767,651
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,78,695,301,769,354
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,78,1374,454,1467,542
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,78,1598,579,1729,638
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,79,647,326,717,376
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,79,1348,433,1439,509
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,79,1564,567,1694,631
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,80,595,350,664,401
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,80,1524,547,1657,618
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,80,1327,399,1419,489
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,81,538,372,612,423
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,81,1302,377,1387,462
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,81,1493,539,1616,606
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,82,480,395,553,445
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,82,1463,522,1583,593
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,82,1278,349,1367,436
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,83,420,417,491,461
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,83,1247,328,1339,414
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,83,1428,496,1541,574
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,84,355,432,429,475
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,84,1222,302,1313,386
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,84,1403,472,1512,556
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,85,286,446,364,486
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,85,1189,286,1291,362
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,85,1369,446,1478,533
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,86,219,455,298,493
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,86,1344,418,1448,513
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,86,1162,266,1263,338
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,87,149,460,228,496
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,87,1132,250,1230,318
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,87,1322,388,1424,487
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,88,75,460,155,495
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,88,1100,235,1200,299
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,88,1297,356,1401,459
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,89,2,455,80,493
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,89,1071,230,1168,285
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,89,1278,328,1376,436
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,90,1027,209,1133,269
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,90,1257,306,1349,404
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,91,994,209,1099,262
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,91,1229,279,1323,369
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,92,1204,256,1306,343
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,92,954,209,1069,252
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,93,1176,233,1273,318
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,93,919,212,1034,252
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,94,1143,217,1249,291
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,94,884,214,997,262
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,95,1108,196,1215,280
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,95,848,219,963,272
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,96,1079,189,1189,256
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,96,817,226,927,283
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,97,789,232,892,299
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,97,1043,179,1154,244
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,98,1009,172,1124,233
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,98,762,246,858,322
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,99,732,263,827,343
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,99,976,171,1089,219
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,100,941,172,1054,218
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,100,711,281,797,373
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,101,907,171,1022,219
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,101,694,306,776,398
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,102,1846,634,1915,669
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,102,671,331,752,423
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,102,872,168,986,227
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,103,1791,623,1875,662
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,103,658,357,726,458
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,103,836,176,951,237
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,104,1735,614,1805,650
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,104,801,182,916,253
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,104,652,391,707,491
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,105,1685,603,1762,639
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,105,644,416,701,527
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,105,766,187,883,264
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,106,1635,588,1698,624
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,106,639,448,692,566
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,106,739,203,843,286
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,107,1838,634,1912,670
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,107,1591,574,1661,614
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,107,717,222,811,311
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,107,641,488,679,596
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,108,1550,560,1614,599
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,108,1792,625,1862,662
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,108,684,238,784,335
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,108,641,517,692,628
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,109,1746,617,1820,651
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,109,1509,544,1573,582
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,109,644,548,691,659
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,109,661,264,758,364
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,110,1701,608,1771,645
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,110,1475,528,1536,571
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,110,644,284,732,392
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,110,646,581,703,693
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,111,1658,595,1723,630
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,111,1436,510,1500,550
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,111,629,318,707,431
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,111,657,616,716,723
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,112,1619,583,1689,626
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,112,1,604,38,643
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,112,614,346,686,461
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,112,667,646,732,751
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,112,1402,487,1473,541
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,113,26,611,107,651
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,113,1582,571,1649,613
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,113,1375,463,1430,516
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,113,677,669,751,777
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,113,603,379,674,488
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,114,92,620,173,659
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,114,1544,558,1610,601
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,114,1344,442,1410,499
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,114,693,697,769,799
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,114,592,414,659,529
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,115,155,628,235,669
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,115,1313,416,1376,473
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,115,1509,545,1571,586
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,115,711,728,794,817
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,115,591,449,646,567
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,116,214,637,293,678
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,116,1285,392,1344,447
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,116,1477,527,1535,570
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,116,729,753,823,837
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,116,592,489,638,603
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,117,269,647,347,690
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,117,1254,367,1317,423
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,117,1435,505,1497,551
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,117,589,524,644,637
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,117,754,781,852,858
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,118,318,658,396,702
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,118,1222,342,1286,394
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,118,778,798,879,871
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,118,589,564,651,678
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,118,1406,474,1469,533
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,119,367,670,442,713
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,119,1188,315,1250,369
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,119,1381,449,1430,500
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,119,802,823,913,889
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,119,599,599,662,716
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,120,409,679,485,725
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,120,1152,292,1216,342
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,120,1351,415,1401,467
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,120,612,642,683,751
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,120,837,827,944,891
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,121,1111,272,1176,320
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,121,453,694,524,741
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,121,1319,381,1370,435
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,121,621,677,704,781
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,121,872,843,978,893
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,122,1070,256,1138,299
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,122,494,708,571,756
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,122,1288,348,1341,401
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,122,1,566,62,603
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,122,643,713,732,816
videos/7873f8bd-9269-4023-b664-91cc2c84b6e4.mp4,122,906,851,1008,897
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,7,1,627,62,660
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,8,50,633,117,667
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,9,103,641,169,675
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,10,156,648,222,683
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,11,206,657,271,691
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,11,1,634,38,665
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,12,26,638,96,673
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,12,253,665,318,701
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,13,83,646,152,680
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,13,297,674,363,711
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,14,135,652,204,687
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,14,342,684,406,722
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,15,3,622,79,660
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,15,187,659,255,694
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,15,387,694,451,734
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,16,58,628,137,668
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,16,236,666,303,703
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,16,429,705,494,745
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,16,1078,1026,1127,1080
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,17,115,637,192,676
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,17,473,718,536,760
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,17,282,675,348,712
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,17,1082,984,1138,1080
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,18,168,645,244,683
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,18,325,683,393,720
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,18,514,732,582,775
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,18,1083,941,1158,1080
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,19,219,653,294,692
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,19,371,693,437,731
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,19,553,750,615,792
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,19,1079,904,1178,1080
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,20,267,661,341,703
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,20,414,701,480,742
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,20,595,768,658,814
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,20,1082,868,1206,1077
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,21,456,713,522,754
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,21,632,788,694,834
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,21,314,671,388,713
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,21,1094,838,1231,1044
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,22,358,682,434,725
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,22,669,807,731,857
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,22,499,726,565,769
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,22,1117,803,1263,1001
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,23,403,693,476,738
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,23,706,833,766,882
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,23,539,742,606,784
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,23,1137,782,1296,962
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,24,446,708,520,754
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,24,740,858,799,910
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,24,580,756,645,803
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,24,1163,753,1342,923
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,25,622,778,685,824
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,25,491,723,562,771
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,25,772,886,830,942
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,25,1197,729,1377,886
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,26,661,798,725,848
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,26,804,922,857,978
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,26,531,741,601,788
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,26,1228,712,1424,854
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,27,702,823,764,875
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,27,832,958,883,1016
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,27,573,759,640,807
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,27,1267,694,1469,821
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,28,740,850,799,904
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,28,855,997,902,1059
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,28,613,779,683,827
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,28,1311,683,1524,798
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,29,656,796,726,845
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,29,776,881,833,937
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,29,874,1042,912,1078
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,29,1358,677,1578,774
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,30,700,811,771,859
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,30,811,917,865,976
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,30,1409,671,1629,757
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,31,746,829,816,873
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,31,840,957,891,1016
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,31,1459,669,1688,739
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,32,793,841,864,884
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,32,868,999,915,1062
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,32,1514,671,1739,729
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,33,842,853,911,890
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,33,1572,672,1793,723
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,33,892,1043,931,1080
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,34,892,856,961,892
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,34,1629,671,1854,731
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,35,942,857,1012,891
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,35,1688,673,1913,736
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,36,995,849,1064,888
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,36,1748,677,1920,738
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,37,1048,839,1117,882
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,37,800,1,833,63
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,37,1807,682,1920,737
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,38,1100,822,1170,869
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,38,791,30,828,105
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,38,1868,689,1920,739
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,39,1154,806,1223,852
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,39,777,74,818,157
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,40,1207,787,1278,835
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,40,757,120,802,193
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,41,1264,768,1333,815
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,41,732,167,784,240
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,42,1321,750,1391,798
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,42,705,209,763,280
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,43,672,253,733,319
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,43,1381,735,1451,780
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,43,803,1,836,38
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,44,637,292,702,356
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,44,1443,724,1513,763
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,44,793,18,828,88
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,45,596,330,663,390
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,45,1507,714,1576,753
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,45,777,68,817,140
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,46,554,364,623,420
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,46,1569,710,1641,745
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,46,753,115,795,183
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,47,505,392,577,444
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,47,1636,707,1707,739
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,47,731,162,779,228
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,48,454,418,530,467
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,48,703,205,754,269
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,48,1702,705,1775,739
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,49,1770,707,1842,740
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,49,399,441,476,486
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,49,674,248,723,307
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,50,634,286,693,346
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,50,346,459,422,498
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,50,1839,710,1910,744
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,51,291,470,369,508
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,51,598,321,655,379
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,52,228,477,305,512
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,52,552,356,613,408
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,53,503,383,571,436
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,53,169,478,246,513
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,54,453,409,521,459
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,54,108,475,187,511
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,55,47,473,125,508
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,55,398,432,468,476
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,56,341,447,415,489
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,56,1,470,62,505
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,57,284,459,356,497
videos/6c3e546c-86d1-4fa1-afd8-a75ffc401ba2.mp4,58,225,466,298,503
